개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,관리주체,데이터갱신시점,도로명주소,병상수,상세영업상태명,상세영업상태코드,영업상태코드,의료기관종별명,의료인수,입원실수,전화번호,좌표정보(X),좌표정보(Y),지번주소,진료과목내용,진료과목내용명,총면적,최종수정시점
6440000,201764400002000002,2017-02-14,,영업/정상,,,,2732.61,,,앙즈로여성병원,병원,I,시군구(위임),2026-02-19 17:33:48,"충청남도 천안시 서북구 불당33길 1,  (불당동)층 (불당동)",56,정상,1,01,의사,24,31,0415765700,209473.328854003    ,367678.58844942     , ,,,2732.61,2020-12-16 13:46:31
6440000,201764400002000003,2017-03-16,,영업/정상,,,,507,,,더보스톤치과병원,치과병원,I,시군구(위임),2026-02-19 17:33:48,충청남도 천안시 서북구 불당33길 26 (불당동),2,정상,1,01,치과의사,6,2,0415552879,209553.424107292    ,367899.341059829    ,충청남도 천안시 서북구 불당동  1617번지 ,,,507,2021-01-11 20:59:17
6440000,201764400002000004,2017-03-23,,영업/정상,,,,4780,,,서울대정병원,병원,I,시군구(위임),2026-02-19 17:33:48,충청남도 천안시 서북구 불당33길 18 (불당동),160,정상,1,01,의사,56,47,0414150001,209566.005379769    ,367803.778653654    ,충청남도 천안시 서북구 불당동  1620번지 ,,,4780,2020-03-06 10:54:05
6440000,201764400002000005,2017-04-11,,영업/정상,,,,1817,,,도솔한방병원,한방병원,I,시군구(위임),2026-02-19 17:33:48,"충청남도 아산시 문화로 379,  (모종동)층 (모종동)",68,정상,1,01,한의사,11,19,,201698.046319928    ,364233.774821828    , ,,,1817,2020-03-23 23:02:34
6440000,201764400002000006,2017-07-05,,영업/정상,,,,2693,,,천안센텀정형외과신경외과병원,병원,I,시군구(위임),2026-02-19 17:33:48,충청남도 아산시 배방읍 고속철대로 147,79,정상,1,01,의사,20,19,0414250099,209368.196517417    ,366233.883780475    ,충청남도 아산시 배방읍 장재리 1755번지 ,,,2693,2021-01-11 21:05:50
6440000,201764400002000007,2017-09-22,,영업/정상,,,,4117.91,,,SG삼성조은병원,병원,I,시군구(위임),2026-02-19 17:33:48,충청남도 천안시 서북구 불당25로 200 (불당동),207,정상,1,01,의사,42,37,0415717581,209670.883755977    ,368612.260300611    ,충청남도 천안시 서북구 불당동  1488번지 ,,,4117.91,2021-01-11 21:05:56
6440000,201764400002000008,2017-11-07,,폐업,2018-09-01,,,2441.8,,,중앙한방병원,한방병원,I,시군구(위임),2026-02-19 17:33:48,"충청남도 천안시 동남구 큰시장길 37-0, 파고다주상복합아파트층 (영성동,파고다주상복합아파트)",83,폐업,3,03,한의사,3,19,0419001155,213400.85368341     ,366772.415541689    ,충청남도 천안시 동남구 영성동  80번지 4호 파고다주상복합아파트 4호,,,2441.8,2019-02-13 16:16:08
6440000,201864400002000001,2018-07-24,,영업/정상,,,,1768.22,,,마디손정형외과병원,병원,I,시군구(위임),2026-02-19 17:33:48,"충청남도 천안시 서북구 불당34길 18-0, 마디손정형외과병원층 (불당동)",75,정상,1,01,의사,10,23,0415819999,209425.191652534    ,367232.636839293    ,충청남도 천안시 서북구 불당동  1840번지 0호 0호,,,1768.22,2020-03-23 23:02:55
6440000,201864400002000002,2019-01-02,,영업/정상,,,,0,,,서울프라임병원,병원,I,시군구(위임),2026-02-19 17:33:48,"충청남도 천안시 서북구 불당25로 226-0, 골든스퀘어2차층 (불당동)",126,정상,1,01,의사,10,36,0415671111,209736.245103466    ,368877.753530465    ,충청남도 천안시 서북구 불당동  1480번지 0호 0호,,,0,2021-01-11 21:04:08
6440000,201964400002000001,2019-03-20,,영업/정상,,,,1718.64,,,메디인한방병원,한방병원,I,시군구(위임),2026-02-19 17:33:48,충청남도 천안시 서북구 불당34길 25-2 (불당동),34,정상,1,01,한의사,9,13,07041604857,209405.3946454      ,367347.963535384    ,충청남도 천안시 서북구 불당동  1815번지 0호 0호,,,1718.64,2021-01-11 20:58:45
6440000,200964400002000005,2009-04-23,,영업/정상,,,,0,,,시안의료재단 보령엘피스병원,정신병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 보령시 옥마로 277 (화산동),201,정상,1,01,의사,8,23,0419342633,165982.400353926    ,317240.955388107    ,충청남도 보령시 화산동  230번지 12호 12호,"정신과, 가정의학과","정신과, 가정의학과",0,2017-03-16 16:17:53
6440000,200964400002000007,2009-04-22,,폐업,2016-08-31,,,0,,,논산탑병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 논산시 중앙로480번길 12 (반월동),120,폐업,3,03,,8,18,0417345336,207590.720791062    ,300624.004294338    ,충청남도 논산시 반월동  89번지 2호 2호,,,0,2016-09-07 08:14:34
6440000,200964400002000008,2009-04-24,,영업/정상,,,,2790,,,우리척병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 천안시 서북구 충무로 155 (쌍용동),68,정상,1,01,의사,8,21,0415655119,211044.085744981    ,365848.847068219    ,충청남도 천안시 서북구 쌍용동  494번지 17호 17호,"신경외과, 내과, 영상의학과, 미취통증의학과","신경외과, 내과, 영상의학과, 미취통증의학과",2790,2021-01-11 21:03:39
6440000,200964400002000009,2009-04-28,,폐업,2009-07-30,,,,,,홍성고려병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 홍성군 홍성읍 문화로 97,70,폐업,3,03,의사,10,14,0416317900,169678.461329821    ,343945.457427993    ,충청남도 홍성군 홍성읍 오관리 487번지 1호 1호,"신경외과, 가정의학과","신경외과, 가정의학과",,2018-07-19 00:00:00
6440000,200964400002000010,2009-06-24,,폐업,2011-08-09,,,,,,서천한국병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 서천군 마서면 어리길 205-7,304,폐업,3,03,의사,16,102,0429505100,173350.433213724    ,284023.690753376    ,충청남도 서천군 마서면 어리 191번지 1호 1호,,,,2014-01-29 00:00:00
6440000,200964400002000011,2009-07-31,,영업/정상,,,,1226,,,아람메디컬병원,병원,I,시군구(위임),2026-02-19 17:33:47,"충청남도 아산시 온천대로1740번길 9, 아람빌딩층 (풍기동)",180,정상,1,01,의사,13,26,0415336119,202580.089366442    ,363658.646287305    ,충청남도 아산시 풍기동  16번지 1호 1호,정신과,정신과,1226,2020-03-23 23:01:44
6440000,200964400002000012,2009-08-14,,영업/정상,,,,3485,,,리더스아산병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 아산시 충무로 74 (권곡동),133,정상,1,01,의사,15,26,0415403900,200525.477019357    ,365128.444272498    ,충청남도 아산시 권곡동  540번지 2호 2호,"정형외과, 내과, 마취통증의학과, 영상의학과","정형외과, 내과, 마취통증의학과, 영상의학과",3485,2021-01-11 21:00:27
6440000,200964400002000013,2009-08-26,,영업/정상,,,,0,,,의료법인정빈의료재단아산정신병원,정신병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 아산시 배방읍 휴대세교길 101,842,정상,1,01,,26,138,,209224.195978956    ,364012.358261537    ,충청남도 아산시 배방읍 세교리 348번지 5호 5호,,,0,2017-03-16 16:17:15
6440000,200964400002000014,2009-10-30,,영업/정상,,,,1004,,,참조은치과병원,치과병원,I,시군구(위임),2026-02-19 17:33:47,"충청남도 천안시 서북구 불당4로 91 (불당동,데이지앤빌딩 5층, 7층)",0,정상,1,01,치과의사,5,0,0414173500,209829.983998216    ,367634.085066589    ,"충청남도 천안시 서북구 불당동  739번지 데이지앤빌딩 5층, 7층 ","치과보철과, 치과보존과, 치주과, 치과교정과, 소아치과","치과보철과, 치과보존과, 치주과, 치과교정과, 소아치과",1004,2021-01-11 20:58:20
6440000,200964400002000015,2009-11-02,,폐업,2013-08-15,,,,,,번영의료재단 참사랑병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 서천군 장항읍 장항로91번길 40,210,폐업,3,03,의사,7,66,0419555500,171825.346972864    ,279605.197808399    ,충청남도 서천군 장항읍 화천리 323번지 1호 1호,"내과, 정형외과, 영상의학과","내과, 정형외과, 영상의학과",,2018-07-19 00:00:00
6440000,200964400002000016,2009-11-02,,폐업,,,,,,,번영의료재단 참사랑병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 서천군 장항읍 장항로91번길 40,210,폐업,3,03,의사,7,66,0419555500,171825.346972864    ,279605.197808399    ,충청남도 서천군 장항읍 화천리 323번지 1호 1호,,,,2018-07-19 00:00:00
6440000,200964400002000017,2009-12-15,,폐업,2016-05-17,,,0,,,새누리병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 홍성군 홍성읍 문화로 97,42,폐업,3,03,의사,2,11,0416317900,169678.461329821    ,343945.457427993    ,충청남도 홍성군 홍성읍 오관리 487번지 1호 1호,"신경외과, 정형외과","신경외과, 정형외과",0,2016-07-18 10:35:53
6440000,200964400002000018,2009-12-14,,영업/정상,,,,,,,보령시립노인전문병원,요양병원(노인병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 보령시 청라면 질재로 373,240,정상,1,01,의사,7,46,0419351166,164830.395286384    ,322833.010342719    ,충청남도 보령시 청라면 장산리 828번지 8호 8호,,,,2018-07-19 00:00:00
6440000,201064400002000001,2010-01-13,,영업/정상,,,,6996,,,미즈나래여성병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 천안시 서북구 충무로 158-13 (쌍용동),67,정상,1,01,의사,5,33,0415778888,211192.113390067    ,365734.492672786    ,충청남도 천안시 서북구 쌍용동  395번지 9호 9호,산부인과,산부인과,6996,2019-04-10 13:16:22
6440000,201064400002000002,2010-03-04,,영업/정상,,,,4607,,,두정이진병원,병원,I,시군구(위임),2026-02-19 17:33:48,충청남도 천안시 서북구 동서대로 65 (두정동),66,정상,1,01,의사,42,37,0415622021,211575.023157984    ,369413.570416111    ,충청남도 천안시 서북구 두정동  633번지 ,소아청소년과,소아청소년과,4607,2021-01-11 21:01:30
6440000,201064400002000003,2010-03-04,,폐업,,,,,,,그린필병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 천안시 서북구 백석로 207 (성정동),234,폐업,3,03,의사,36,44,0415757100,211791.11360678     ,368665.50468679     ,충청남도 천안시 서북구 성정동  964번지 ,"내과, 재활의학과","내과, 재활의학과",,2018-07-19 00:00:00
6440000,201064400002000004,2010-04-21,,영업/정상,,,,1382.85,,,서울우리병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 천안시 서북구 한들3로 9 (백석동),81,정상,1,01,의사,24,19,04115442800,210948.778268171    ,369227.733706904    , ,"신경외과, 영상의학과, 마취통증의학과","신경외과, 영상의학과, 마취통증의학과",1382.85,2020-04-28 10:20:48
6440000,201064400002000005,2010-05-07,,휴업,,,,2204,,,계룡의료재단 계룡병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 계룡시 계룡대로 295 (금암동),113,휴업,2,02,,7,23,0425518275,223019.435125234    ,308022.966750996    ,충청남도 계룡시 금암동  145번지 ,"내과, 가정의학과, 정형외과, 영상의학과","내과, 가정의학과, 정형외과, 영상의학과",2204,2019-11-01 09:27:12
6440000,201364400002000005,2013-03-22,,폐업,,,,,,,천안효사랑 요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 천안시 동남구 천안대로 215 (삼룡동),360,폐업,3,03,의사,15,64,,214670.392318062    ,362906.847543519    ,충청남도 천안시 동남구 삼룡동  381번지 22호 22호,"내과, 가정의학과, 신경외과, 정형외과, 응급의학과, 재활의학과, 한방내과","내과, 가정의학과, 신경외과, 정형외과, 응급의학과, 재활의학과, 한방내과",,2013-07-11 00:00:00
6440000,201364400002000006,2013-05-07,,영업/정상,,,,,,,천안베스트원요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 천안시 동남구 천안대로 215 (삼룡동),398,정상,1,01,의사,15,54,,214670.392318062    ,362906.847543519    ,충청남도 천안시 동남구 삼룡동  381번지 22호 22호,"내과, 가정의학과, 신경외과, 정형외과, 응급의학과, 재활의학과, 한방내과(7과목)","내과, 가정의학과, 신경외과, 정형외과, 응급의학과, 재활의학과, 한방내과(7과목)",,2015-01-06 00:00:00
6440000,201364400002000007,2013-05-06,,폐업,2013-09-05,,,,,,온양요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 아산시 온천대로 1436-18 (온천동),200,폐업,3,03,의사,5,32,,199785.964535107    ,364509.151629329    ,충청남도 아산시 온천동  231번지 1호 1호,"내과, 일반외과, 가정의학과, 재활의학과, 정형외과, 침구과","내과, 일반외과, 가정의학과, 재활의학과, 정형외과, 침구과",,2013-09-05 00:00:00
6440000,201364400002000008,2013-05-03,,영업/정상,,,,3229,,,연세나무병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 천안시 서북구 불당21로 67-18 (불당동),97,정상,1,01,의사,26,27,0415370000,209613.18880078     ,368077.21374239     ,충청남도 천안시 서북구 불당동  1536번지 2호 2호,"신경외과, 정형외과, 가정의학과, 마취통증의학과, 영상의학과","신경외과, 정형외과, 가정의학과, 마취통증의학과, 영상의학과",3229,2021-01-11 21:03:58
6440000,201364400002000009,2013-05-14,,영업/정상,,,,863,,,산울의료재단 스파인치과병원,치과병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 아산시 배방읍 희망로46번길 19-3,5,정상,1,01,치과의사,3,1,0415452874,209251.177135759    ,365276.260461879    ,충청남도 아산시 배방읍 장재리 1725번지 ,"치과보철과, 치과교정과, 치과보존과, 치주과, 예방치과","치과보철과, 치과교정과, 치과보존과, 치주과, 예방치과",863,2021-01-11 20:59:22
6440000,201364400002000010,2013-06-12,,영업/정상,,,,,,,나성의료재단 논산행복한요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 논산시 부적면 계백로 1487,718,정상,1,01,,21,132,0417363000,212479.444487979    ,301483.090116479    ,충청남도 논산시 부적면 마구평리 9번지 44호 44호,,,,2015-07-06 00:00:00
6440000,201364400002000011,2013-06-13,,폐업,2014-09-01,,,,,,우리의료소비자생활협동조합 당진우리병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 당진시 서부로 254 (채운동),72,폐업,3,03,,3,22,0413567114,166426.848978075    ,377103.007901573    ,충청남도 당진시 채운동  266번지 4호 4호,"5과목(내과, 정형외과, 일반외과, 신경외과, 소아청소년과)","5과목(내과, 정형외과, 일반외과, 신경외과, 소아청소년과)",,2015-01-06 00:00:00
6440000,200764400002000014,2007-06-08,,영업/정상,,,,,,,의료법인 대웅의료재단 보령요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 보령시 중앙로 16 (동대동),196,정상,1,01,의사,7,42,0419343261,163956.380542084    ,316260.58886193     ,충청남도 보령시 동대동  874번지 8호 8호,"내과, 외과, 가정의학과, 신경과","내과, 외과, 가정의학과, 신경과",,2018-07-19 00:00:00
6440000,200764400002000016,2007-06-13,,폐업,2017-08-30,,,0,,,보령중앙병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 보령시 지장골길 69 (죽정동),148,폐업,3,03,의사,5,36,0419362222,164271.662860801    ,317632.333706849    ,충청남도 보령시 죽정동  669번지 5호 5호,"내과, 정형외과, 비뇨기과, 응급의학과, 마취과, 소아청소년과","내과, 정형외과, 비뇨기과, 응급의학과, 마취과, 소아청소년과",0,2017-12-05 19:59:47
6440000,200764400002000018,2007-06-19,,영업/정상,,,,0,,,의료법인 예당의료재단 예산종합병원,종합병원,U,시도,2026-04-10 03:03:03,충청남도 예산군 예산읍 금오대로 94,216,정상,1,01,,60,46,0413304000,185475.742336462    ,354400.407991252    ,충청남도 예산군 예산읍 산성리 189번지 2호 2호,,,0,2026-04-09 17:06:23
6440000,200764400002000019,2007-07-24,,영업/정상,,,,,,,아산참요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 아산시 염치읍 송곡안길 31,516,정상,1,01,,23,80,0414271004,201459.997336588    ,367471.135859198    ,충청남도 아산시 염치읍 송곡리 175번지 ,"내과,가정의학과,재활의학과,신경과,정신과,피부과,정형외과,신경외과,일반외과","내과,가정의학과,재활의학과,신경과,정신과,피부과,정형외과,신경외과,일반외과",,2018-07-19 00:00:00
6440000,200764400002000020,2007-08-21,,폐업,2011-10-31,,,,,,현대 한방병원,한방병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 예산군 예산읍 금오대로 49-5,,폐업,3,03,한의사,7,,0413329500,185053.708184988    ,354745.325200816    ,충청남도 예산군 예산읍 산성리 648번지 ,"한방(내과,소아과,부인과,안.이비인후과,신경정신과,재활의학과)사상체질과,침구과","한방(내과,소아과,부인과,안.이비인후과,신경정신과,재활의학과)사상체질과,침구과",,2018-07-19 00:00:00
6440000,200764400002000021,2007-09-14,,영업/정상,,,,,,,의료법인 예은의료재단 편안요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 금산군 금산읍 인삼로 71,248,정상,1,01,,9,30,0417510014,244021.603401079    ,289303.545795762    ,충청남도 금산군 금산읍 상리 100번지 ,"내과,정형외과,일반외과,가정의학과,피부과,신경과","내과,정형외과,일반외과,가정의학과,피부과,신경과",,2018-07-19 00:00:00
6440000,200764400002000022,2007-09-21,,영업/정상,,,,3161,,,학교법인건양학원건양대학교부여병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 부여군 부여읍 계백로 200,107,정상,1,01,,19,22,0418371200,191078.477524837    ,308321.968276676    ,충청남도 부여군 부여읍 동남리 597번지 8호 8호,"내과, 정형외과, 외과, 소아청소년과, 마취통증의학과, 영상의학과, 가정의학과, 산부인과","내과, 정형외과, 외과, 소아청소년과, 마취통증의학과, 영상의학과, 가정의학과, 산부인과",3161,2020-04-28 10:21:47
6440000,200764400002000023,2007-10-15,,영업/정상,,,,,,,새금산요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 금산군 금산읍 비단로 183,344,정상,1,01,의사,7,44,0417540060,244621.167621532    ,289395.801353524    ,충청남도 금산군 금산읍 중도리 56번지 12호 12호,"일반외과,정형외과,피부과,소아청소년과,안과,신경외과,비뇨기과,한방(내과,부인과,소아과),사상체질과","일반외과,정형외과,피부과,소아청소년과,안과,신경외과,비뇨기과,한방(내과,부인과,소아과),사상체질과",,2018-07-19 00:00:00
6440000,200764400002000024,2007-10-30,,영업/정상,,,,,,,현대프라임요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 공주시 정안면 장원길 345-33,464,정상,1,01,의사,7,74,0418518200,212323.101034927    ,341504.827393253    ,충청남도 공주시 정안면 장원리 169번지 ,"신경과,재활의학과,내과,가정의학과,일반외과,정형외과,피부과","신경과,재활의학과,내과,가정의학과,일반외과,정형외과,피부과",,2015-01-06 00:00:00
6440000,200764400002000025,2007-10-30,,폐업,2013-01-15,,,,,,서해안요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 태안군 근흥면 서해로 1277,,폐업,3,03,,8,,0416721009,133775.671805973    ,362588.354946017    ,충청남도 태안군 근흥면 두야리 404번지 10호 10호,,,,2018-07-19 00:00:00
6440000,200764400002000026,2007-11-06,,폐업,2015-07-08,,,745,,,열린치과병원,치과병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 천안시 서북구 미라8길 17 (쌍용동),1,폐업,3,03,치과의사,5,1,0415772233,211499.109497364    ,366884.053112148    ,충청남도 천안시 서북구 쌍용동  1094번지 ,"치주과, 치과보존과, 소아치과","치주과, 치과보존과, 소아치과",745,2016-08-02 11:40:58
6440000,200764400002000027,2007-11-12,,폐업,2011-07-15,,,,,,로뎀요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 홍성군 은하면 구성남로 381,60,폐업,3,03,의사,5,14,0416420003,161341.778940847    ,339070.423090615    ,충청남도 홍성군 은하면 금국리 530번지 1호 1호,"내과, 정형외과, 일반외과","내과, 정형외과, 일반외과",,2018-07-19 00:00:00
6440000,200764400002000028,2007-12-10,,폐업,2009-02-05,,,,,,효성한방병원,한방병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 태안군 태안읍 환동로 82,80,폐업,3,03,한의사,5,16,0416748972,136966.01223478     ,361666.651570547    ,충청남도 태안군 태안읍 남문리 576번지 18호 18호,"한방(내과,재활의학과,안이비인후과,부인과,소아과,신경정신과)침구과,사상체질과","한방(내과,재활의학과,안이비인후과,부인과,소아과,신경정신과)침구과,사상체질과",,2018-07-19 00:00:00
6440000,200764400002000029,2007-12-10,,영업/정상,,,,,,,당진요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 당진시 신평면 말목길 22-13,240,정상,1,01,,5,46,0413629550,178756.789610089    ,376140.829457436    ,충청남도 당진시 신평면 금천리 1009번지 8호 8호,"내과, 신경외과, 정형외과,재활의학과,비뇨기과,외과","내과, 신경외과, 정형외과,재활의학과,비뇨기과,외과",,2015-06-30 00:00:00
6440000,201364400002000012,2013-07-05,,영업/정상,,,,4027,,,다우리재활병원,병원,I,시군구(위임),2026-02-19 17:33:48,충청남도 천안시 서북구 쌍용대로 225 (성정동),152,정상,1,01,의사,44,30,0415757100,211973.287371333    ,368470.587023875    ,충청남도 천안시 서북구 성정동  1022번지 ,"4과목(재활의학과, 신경과, 가정의학과, 내과), 주요시설(진료실3, 의무기록실, 조제실, 방사선실, 임상검사실, 소독시설, 운동치료실, 작업치료실, 통증치료실, 소아치료실, 조리실, 구급자동차)","4과목(재활의학과, 신경과, 가정의학과, 내과), 주요시설(진료실3, 의무기록실, 조제실, 방사선실, 임상검사실, 소독시설, 운동치료실, 작업치료실, 통증치료실, 소아치료실, 조리실, 구급자동차)",4027,2020-04-28 10:23:39
6440000,201364400002000013,2013-08-09,,폐업,2014-01-23,,,,,,홍성 더조은병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 홍성군 홍성읍 조양로 231,62,폐업,3,03,의사,8,8,0416320001,170863.969990297    ,344364.113885169    ,충청남도 홍성군 홍성읍 고암리 1022번지 ,,,,2014-02-10 00:00:00
6440000,201364400002000014,2013-08-26,,영업/정상,,,,,,,아산유리의료재단 아산유리요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 아산시 도고면 도고면로 179,398,정상,1,01,,8,82,0415497572,189431.225655428    ,362435.704558698    ,충청남도 아산시 도고면 기곡리 270번지 7호 7호,"내과, 가정의학과, 재활의학과, 신경과","내과, 가정의학과, 재활의학과, 신경과",,2015-02-11 00:00:00
6440000,201364400002000015,2013-08-29,,영업/정상,,,,,,,의료법인 태안의료재단 현대요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 태안군 태안읍 환동로 31,354,정상,1,01,,7,46,0416722900,136721.899201391    ,361207.709288131    ,충청남도 태안군 태안읍 남문리 627번지 1호 1호,"외과, 가정의학과, 신경과, 내과, 마취통증의하과, 한방내과, 사상체질과, 침구과(7개과목)","외과, 가정의학과, 신경과, 내과, 마취통증의하과, 한방내과, 사상체질과, 침구과(7개과목)",,2015-01-06 00:00:00
6440000,201364400002000016,2013-09-06,,영업/정상,,,,0,,,정빈의료재단 합덕아산병원,병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 당진시 합덕읍 합덕시장로 174-1,94,정상,1,01,,3,17,0413632700,179808.173385931    ,367418.669521051    ,충청남도 당진시 합덕읍 운산리 256번지 5호 5호,"내과, 정신건강의학과, 가정의학과, 정형외과, 신경외과, 외과, 소아청소년과, 비뇨기과","내과, 정신건강의학과, 가정의학과, 정형외과, 신경외과, 외과, 소아청소년과, 비뇨기과",0,2020-02-16 16:58:40
6440000,201364400002000017,2013-10-04,,영업/정상,,,,,,,효제의료재단 당진효제요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 당진시 송악읍 본청길 96,266,정상,1,01,,12,30,0413558600,175206.648436285    ,374073.420691832    ,충청남도 당진시 송악읍 본당리 580번지 12호 12호,"내과, 신경과, 외과, 정형외과, 피부과, 영상의학과, 재활의학과, 가정의학과, 비뇨기과, 한의과","내과, 신경과, 외과, 정형외과, 피부과, 영상의학과, 재활의학과, 가정의학과, 비뇨기과, 한의과",,2015-06-03 00:00:00
6440000,201364400002000018,2013-12-26,,영업/정상,,,,,,,아름다운마음의료재단 참조은 요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 천안시 서북구 동서대로 110-23 (성정동),280,정상,1,01,,12,36,,211995.525599993    ,369196.041993764    ,충청남도 천안시 서북구 성정동  544번지 7호 7호,"내과, 신경과, 가정의학과, 재활의학과, 영상의학과, 진단검사의학과(6개과목)","내과, 신경과, 가정의학과, 재활의학과, 영상의학과, 진단검사의학과(6개과목)",,2015-06-13 00:00:00
6440000,201364400002000019,2013-12-27,,영업/정상,,,,,,,의암의료재단 홍주요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 홍성군 홍성읍 백월로 130,398,정상,1,01,,22,40,0416322332,167759.438341357    ,344523.204554934    ,충청남도 홍성군 홍성읍 월산리 529번지 5호 5호,"(7개과목)한방내과, 한방침구과, 한방정신과, 한방안.이비인후.피부과, 가정의학과, 산부인과, 마취통증의학과","(7개과목)한방내과, 한방침구과, 한방정신과, 한방안.이비인후.피부과, 가정의학과, 산부인과, 마취통증의학과",,2015-05-21 00:00:00
6440000,201464400002000001,2014-01-07,,영업/정상,,,,0,,,한마음요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 논산시 해월로 123 (반월동),318,정상,1,01,의사,19,46,,207234.164129701    ,300241.925669865    ,충청남도 논산시 반월동  184번지 25호 25호,"내과, 외과, 신경과, 가정의학과","내과, 외과, 신경과, 가정의학과",0,2016-10-25 12:41:51
6440000,201464400002000002,2014-01-08,,영업/정상,,,,,,,가야요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 천안시 동남구 영성로 7 (영성동),348,정상,1,01,의사,18,54,0415581000,213355.046302026    ,366407.492656816    ,충청남도 천안시 동남구 영성동  170번지 2호 2호,"재활의학과, 내과, 외과, 가정의학과, 한방내과","재활의학과, 내과, 외과, 가정의학과, 한방내과",,2015-01-06 00:00:00
6440000,201464400002000003,2014-01-15,,영업/정상,,,,,,,누리의료재단 녹십자요양병원,요양병원(일반요양병원),I,시군구(위임),2026-02-19 17:33:47,충청남도 아산시 온천대로 1529 (온천동),218,정상,1,01,,7,32,,200619.790938445    ,364386.225188696    ,충청남도 아산시 온천동  80번지 3호 3호,"정형외과, 일반외과, 한방내과, 한방부인과, 한방침구과, 한방소아과","정형외과, 일반외과, 한방내과, 한방부인과, 한방침구과, 한방소아과",,2014-11-18 00:00:00
6440000,201464400002000004,2014-01-23,,영업/정상,,,,0,,,내포홍성한방병원,한방병원,I,시군구(위임),2026-02-19 17:33:47,충청남도 홍성군 홍성읍 조양로 231,31,정상,1,01,한의사,2,4,0416320001,170863.969990297    ,344364.113885169    ,충청남도 홍성군 홍성읍 고암리 1022번지 ,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과
마취통증의학과","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과
마취통증의학과",0,2019-10-31 15:15:08
