노선정보그룹,노선정보설명,전체노선길이,회차지순번,출발정류장,도착정류장,데이터 기준일
288002558,08114_700하_0817 노선개편,27044,145,288010009,288000498,2025-09-01
288002557,180808_701상 링크수정,26014,107,288000489,288010009,2025-09-01
288002561,180808_702싱 링크수정,26784,109,288000489,288010009,2025-09-01
288002565,,31815,71,288001616,288000829,2025-09-01
288002572,303번_상행_0619,19536,95,288010170,288000752,2025-09-01
288002582,70번_하행,27086,63,288001616,288001560,2025-09-01
288002596,777번_하행,23496,4,288010797,288010797,2025-09-01
288002608,,17793,42,288000931,288001981,2025-09-01
288002626,17-1번_하행,19850,81,288010445,288010624,2025-09-01
288002629,20번_상행,29368,122,288010726,288010603,2025-09-01
288002637,180424_100번상행,14008,77,288000489,288010440,2025-09-01
288002647,18번_상행_1109,22070,88,288010726,288010603,2025-09-01
288002669,,43913,153,214015723,288001438,2025-09-01
288002670,900번_상행,19830,110,288010726,285010125,2025-09-01
288002710,동산2리 방면,2681,19,285000989,285001575,2025-09-01
288002092,730번_상행_음봉농협(10625)미경유,23417,107,288000489,288001615,2025-09-01
288002093,731번_상행_음봉농협(10625)미경유,26768,110,288000489,288001615,2025-09-01
288002094,980번_상행_음봉농협(10625)미경유,30455,139,288010726,285010125,2025-09-01
288002095,981번_상행_음봉농협(10625)미경유,23254,104,288010138,285010125,2025-09-01
288002096,982번_상행_음봉농협(10625)미경유,27240,121,288010138,285010125,2025-09-01
288002159,33번_상행_0910,10102,45,288010547,288001458,2025-09-01
288002160,33번_하행_0910,10152,4,288001492,288010402,2025-09-01
288002196,740번_상행,20039,96,288010551,288000498,2025-09-01
288002197,41-1번_상행,20963,108,288010726,288010323,2025-09-01
288002217,621번_하행,24570,85,288000306,288000732,2025-09-01
288002257,47번_상행_0309,20386,114,288010726,288010308,2025-09-01
288002258,47번_하행_0309,19461,110,288010307,288010624,2025-09-01
288002259,46번_상행_0309,23539,125,288010726,288010400,2025-09-01
288002265,910번_상행_03월26일,20458,145,288010726,285010125,2025-09-01
288002269,33번_하행_0421,10152,39,288001492,288010402,2025-09-01
288002279,620번_하행_0518,27121,88,288000286,288000732,2025-09-01
288002280,620번_상행_0518,26284,78,288000729,288000285,2025-09-01
288002325,340번_상행_0720,9589,62,288000351,288010264,2025-09-01
288002336,990번_상행_거리,30032,165,288010663,285010125,2025-09-01
288002337,991번_상행_거리,22692,122,288010663,288002022,2025-09-01
288002338,991번_하행_거리,20778,121,288002022,288010664,2025-09-01
288002339,990번_하행_거리,29675,173,285000686,288010664,2025-09-01
288002340,612_상행_테스트,31700,116,288001545,288000264,2025-09-01
288002431,17-2번_하행,26633,92,288010445,288010624,2025-09-01
288002432,21-1번_하행,20542,74,288010455,288010624,2025-09-01
288002436,21-1번_상행,17564,67,288010726,288010447,2025-09-01
288002487,47번_상행,20386,114,288010726,288010308,2025-09-01
288002488,47번_하행,19461,110,288010307,288010624,2025-09-01
288002514,순환5번_상행,19933,86,288001673,285071625,2025-09-01
288002515,순환5번_하행,20287,94,288002022,288001632,2025-09-01
285000386,천안시청 방면(급행),,67,285002086,285000978,2025-09-01
285000385,신부종합터미널 방면(급행),,64,285000979,285000978,2025-09-01
288002597,마중10,1615,8,288010485,288010484,2025-09-01
288002603,180808_701상 링크수정,27477,116,288000489,288010009,2025-09-01
288002610,,55686,82,288001947,288010639,2025-09-01
288002617,180424_100번상행,14008,77,288000489,288010440,2025-09-01
288002618,100번_하행,13666,72,288010440,288000498,2025-09-01
288002635,101번_상행,15955,86,288000489,288000357,2025-09-01
288002641,16-1_상행_1109자,27528,92,288010726,288010445,2025-09-01
288002646,17-1번_하행,19850,81,288010445,288010624,2025-09-01
288002648,18번_하행_1109,23047,88,288010793,288010624,2025-09-01
288002662,,45203,152,288001438,214015723,2025-09-01
288002671,991번_상행,21280,119,288010663,285071625,2025-09-01
288002672,910번_상행,21187,151,288010726,285010125,2025-09-01
288002673,990번_상행,30497,170,288010663,285010125,2025-09-01
288002686,0813_350번상_0813 노선개편,16986,66,288010167,288000391,2025-09-01
288002689,0813_352번상_0813 노선개편,18336,75,288010167,288010271,2025-09-01
288002709,,44090,154,214015723,288001438,2025-09-01
288002711,352번_하행_1106,18759,78,288000390,288010168,2025-09-01
288002712,777번_상행_test,23490,88,288001074,288010740,2025-09-01
288002713,777번_하행,23755,86,288010739,288001054,2025-09-01
288002722,70번_상행,23702,61,288000828,285010152,2025-09-01
288002724,70번_상행,23702,61,288000828,285010152,2025-09-01
288002732,41-1번_상행,22625,114,288010726,288010323,2025-09-01
288002733,43번_하행,29379,124,288010674,288010624,2025-09-01
288002734,43번_상행,29328,126,288010726,288010673,2025-09-01
288002735,43-1번_상행,20303,106,288010726,288010673,2025-09-01
288002736,42번_하행,26844,132,288010279,288010624,2025-09-01
288002737,42-1번_하행,27494,135,288010279,288010624,2025-09-01
288002738,45번_1월19일,29927,108,288010674,288010624,2025-09-01
288002741,46번_하행_승강장이전(10310),22159,114,288010401,288010624,2025-09-01
288002745,47번_상행,21822,122,288010726,288010308,2025-09-01
288002746,47번_하행,21192,118,288010307,288010624,2025-09-01
288002748,180517_41번 하행,19360,97,288010323,288010624,2025-09-01
288002749,41-1번_하행_승강장이전(10310),19099,97,288010512,288010624,2025-09-01
288002750,41-1번_상행,22878,115,288010726,288010323,2025-09-01
288002751,43번_하행,29379,124,288010674,288010624,2025-09-01
288002752,43번_상행,29328,126,288010726,288010673,2025-09-01
288002754,42번_하행,26844,132,288010279,288010624,2025-09-01
288002755,42-1번_하행,27494,135,288010279,288010624,2025-09-01
288002756,45번_1월19일,29927,108,288010674,288010624,2025-09-01
288002757,46번_상행_0420,22722,118,288010726,288010400,2025-09-01
288002761,47번_상행,21822,122,288010726,288010308,2025-09-01
288002763,,23575,86,288001496,288000448,2025-09-01
288002765,,23575,82,288001496,288000448,2025-09-01
288002767,,45599,153,288001438,214015723,2025-09-01
288002769,30번_상행,12886,45,288000596,288010171,2025-09-01
288002772,33번_하행,12752,52,288001492,288010402,2025-09-01
288002773,33번_하행,12752,51,288001492,288010402,2025-09-01
288002777,33번_상행,10933,54,288010547,288001458,2025-09-01
288002780,순환5번_상행_0313,23052,67,288001673,288010797,2025-09-01
288002783,,22666,75,288010797,288001632,2025-09-01
288002786,순환5번_상행_0313,23259,65,288001673,288010797,2025-09-01
288002787,,24044,76,288010797,288001632,2025-09-01
288002791,,23860,75,288010797,288001632,2025-09-01
288002792,900번_하행,21574,108,285000686,288010624,2025-09-01
288002794,990번_하행,30330,179,285000687,288010664,2025-09-01
288002800,850번_하행,12873,61,288001478,288010483,2025-09-01
288002803,80번_상행,16172,74,288010740,288001495,2025-09-01
288002810,순환5번_상행_0313,21951,66,288001673,288010797,2025-09-01
288002813,991번_하행,21664,126,288002022,288010664,2025-09-01
288002816,991번_상행,21487,120,288010663,285071625,2025-09-01
288002818,990번_상행,30704,171,288010663,285010125,2025-09-01
288002819,990번_하행,30330,179,285000687,288010664,2025-09-01
288002820,,24045,76,288010797,288001632,2025-09-01
288002825,990번_상행,30704,171,288010663,285010125,2025-09-01
288002826,990번_하행,30330,179,285000687,288010664,2025-09-01
288002827,990번_하행,30445,180,285000687,288010664,2025-09-01
288002829,900번_하행,20741,109,285000686,288010624,2025-09-01
288002830,910번_상행,21754,153,288010726,285010125,2025-09-01
288002831,910번_하행,21332,127,285000686,288010624,2025-09-01
288002833,821번_상행,29565,111,288010726,288001632,2025-09-01
288002837,53-1번_하행_0710,21932,60,288001156,288001979,2025-09-01
288002838,52번_상행_0326,16638,45,288000612,288000829,2025-09-01
288002839,62번_상행,27860,104,288010726,288000829,2025-09-01
288002841,63-3번_상행,27385,101,288010726,288001155,2025-09-01
288002843,63-3번_상행,27385,101,288010726,288001155,2025-09-01
288002921,100번_하행,13666,71,288010440,288000498,2025-09-01
288002948,180829_21하_정류장추가,18720,64,288002035,288010624,2025-09-01
288002949,21-1번_하행,20542,74,288010455,288010624,2025-09-01
288002952,621번_상행,25428,77,288000729,288000305,2025-09-01
288002953,622번_상행,24690,73,288000729,288000296,2025-09-01
288002960,530번_하행,37229,129,214015723,288001438,2025-09-01
288002963,970번_하행,27823,138,285000686,288000498,2025-09-01
288002974,511번_하행_0305_영인농협추가,32439,109,288001156,288010624,2025-09-01
288002975,08114_512상_0817 노선개편,40059,144,288010726,214015723,2025-09-01
288002990,,41471,147,288010867,288010276,2025-09-01
288003079,980번_하행,35202,177,285000686,288010266,2025-09-01
288003080,990번_상행,31086,174,288010886,285010125,2025-09-01
288003082,991번_상행,22157,123,288010886,285071625,2025-09-01
288003084,,33843,102,288001053,288001632,2025-09-01
288003085,0813_350번상_0813 노선개편,23319,69,288010167,288000391,2025-09-01
288003090,352번_하행_1106,19940,81,288000390,288010168,2025-09-01
288003091,0813_351번상_0813 노선개편,11042,57,288010167,288010059,2025-09-01
285000401,아산 기반정보 테스,,77,285000972,285000973,2025-09-01
288003099,,47165,165,288010875,288010867,2025-09-01
288003111,33번_하행_0507,12045,44,288000527,288010264,2025-09-01
288003119,마중10,795,5,288010485,285001987,2025-09-01
288003124,990번_상행,31254,172,288010904,285010125,2025-09-01
288003136,900번_하행,21792,111,285000686,288010624,2025-09-01
288003138,910번_상행,22924,155,288010726,285010125,2025-09-01
288003141,순환5_하행,20668,96,288002022,288001632,2025-09-01
288003168,21-1번_하행,20692,75,288010455,288010624,2025-09-01
288003171,47번_상행,22738,124,288010726,288010308,2025-09-01
288003179,530번_하행,37275,130,214015723,288001438,2025-09-01
288003181,,44088,154,214015723,288001438,2025-09-01
288003204,19번_하행,31301,118,288010793,288010624,2025-09-01
288003225,0813_310번상_0813 노선개편,23764,117,288010167,288010185,2025-09-01
288003226,310번_하행_4월23일,30940,105,288010185,288010168,2025-09-01
288003242,991번_하행,23078,130,288002022,288010886,2025-09-01
288003251,810번_하행,28775,90,288001673,288010624,2025-09-01
288003255,,24155,77,288010797,288001632,2025-09-01
288003273,63번_하행_0710,29951,105,288001156,288010624,2025-09-01
288003277,180425_402 하행,23127.6707,99,288010170,288010855,2025-09-01
288003282,,18515,77,288000377,288010624,2025-09-01
288003293,,4975.559802,11,288000596,288002088,2025-09-01
288003297,,6068,8,288000596,288000689,2025-09-01
288003305,,25424.0775,104,288001053,288001632,2025-09-01
288003327,62번_하행_0905,35906.35461,100,288000828,288000761,2025-09-01
288003335,64번_하행,28969.58585,117,288001156,288010624,2025-09-01
288003336,64-1번_하행,18795.60623,67,288001156,288001979,2025-09-01
288003343,62-1번_하행,24246.06748,55,288000828,288001979,2025-09-01
288003375,60-1번_하행_10월30일,10987.02833,40,288010931,288000275,2025-09-01
288003376,,16480.85878,61,288010931,288000829,2025-09-01
288003378,,21298.49763,80,288010931,288001155,2025-09-01
288003381,,16954.65452,63,288010931,288000829,2025-09-01
288003383,,17169.51444,63,288010931,288000829,2025-09-01
288003386,,18515,77,288000377,288010624,2025-09-01
288003394,,2258.15185,12,288010931,288000613,2025-09-01
288003403,,21772.29337,82,288010931,288001155,2025-09-01
288003413,,1984.488641,12,288010931,288010934,2025-09-01
288003421,63-1번_상행,20809.41568,63,288010934,288001155,2025-09-01
288003428,,18346.93888,79,288010854,288001957,2025-09-01
288003432,,18515,76,288000377,288010624,2025-09-01
288002929,180808_701상 링크수정,27259,116,288000489,288010009,2025-09-01
288002937,100번_하행,13666,70,288010440,288000498,2025-09-01
288002938,101번_상행,15955,85,288000489,288000357,2025-09-01
288002939,101번_하행,15388,106,288000354,288000498,2025-09-01
288002941,120번_하행_유구읍,34050,146,288000327,288010624,2025-09-01
288002942,120번_하행_유구읍,34050,146,288000327,288010624,2025-09-01
288003000,,42340,147,288010867,288010876,2025-09-01
288003001,,42340,147,288010867,288010876,2025-09-01
288003003,,42340,147,288010867,288010876,2025-09-01
288003019,19번_상행,27785,101,288010726,288010603,2025-09-01
288003024,180426_601 상행,33397,101,288001468,288000013,2025-09-01
288003027,180808_701상 링크수정,25418,111,288000489,288010009,2025-09-01
288003032,08114_702하_0817 노선개편,28332,152,288010009,288000498,2025-09-01
288003039,180820_321상_정류장추가,29927,128,288010167,288010206,2025-09-01
288003044,180820_311상_정류장추가,32047,137,288010167,288000112,2025-09-01
288003049,33번_하행,13180,53,288001492,288010879,2025-09-01
288003051,,48084,160,288010867,288010876,2025-09-01
288003055,352번_하행_1106,19219,79,288000390,288010168,2025-09-01
288003058,0813_351번상_0813 노선개편,14248,55,288010167,288010059,2025-09-01
288003060,0813_350번상_0813 노선개편,20458,68,288010167,288000391,2025-09-01
288003081,990번_하행,31021,182,285000687,288010886,2025-09-01
288003097,87번_상행,3649,25,288010740,288010660,2025-09-01
288003122,910번_상행,22414,154,288010726,285010125,2025-09-01
288003161,350번_하행_1106,20245,75,288000391,288010168,2025-09-01
288003169,08114_22상_0817 노선개편,20440,75,288010726,288010447,2025-09-01
288003177,521_하행_,40197,74,288001438,288001155,2025-09-01
288003180,,46507,153,288001438,214015723,2025-09-01
288003198,,16006,41,288000526,288001943,2025-09-01
288003205,20-1번_하행,25371,102,288010793,288010624,2025-09-01
288003208,,26691,71,288010919,288001560,2025-09-01
288003212,,30849,86,288000828,288001092,2025-09-01
288003213,230번_하행_0326일,15404,50,288001994,285000095,2025-09-01
288003220,303번_상행_0619,19671,102,288010170,288000752,2025-09-01
288003232,180820_321하_정류장추가,27257,134,288010205,288010168,2025-09-01
288003233,302번_하행_4월23일,40771,116,288010184,288010168,2025-09-01
288003247,,7673,25,288001455,288010739,2025-09-01
288003256,320번_하행_0501일자,26994,141,288010205,288010168,2025-09-01
288003300,3번_상행_신규_1031,5727.215169,18,288000576,288000550,2025-09-01
288003313,821번_하행,23408.46993,114,288001673,288010624,2025-09-01
288003314,,25672.26433,105,288001053,288001632,2025-09-01
288003321,,21434,42,,,2025-09-01
288003352,63번_하행_0710,37498.79563,111,288001156,288010624,2025-09-01
288003365,64번_하행,29489.16842,120,288001156,288010624,2025-09-01
288003377,63-1번_상행,20335.61995,69,288010931,288001155,2025-09-01
288003379,,21424.11833,82,288010931,288001155,2025-09-01
288003380,63-1번_상행,20461.24064,71,288010931,288001155,2025-09-01
288003392,,2195.15185,11,288010931,288010934,2025-09-01
288003399,,2491.15185,12,288010931,288010934,2025-09-01
288003416,,1984.488641,12,288010931,288010934,2025-09-01
288003420,,17169.51444,55,288010934,288000829,2025-09-01
288003422,,21772.29337,72,288000615,288001155,2025-09-01
288002950,600번_상행_0413일자,36443,114,288001472,288000013,2025-09-01
288002951,620번_상행_0518,26844,80,288000729,288000285,2025-09-01
288002956,180808_702싱 링크수정,26661,111,288000489,288010009,2025-09-01
288002961,,45580,152,288001438,214015723,2025-09-01
288002962,,44042,153,214015723,288001438,2025-09-01
288002967,981번_하행,25223,112,285000686,288000800,2025-09-01
288002968,180424_100번상행,15711,78,288000489,288010440,2025-09-01
288002982,620번_상행_0518,26462,81,288000729,288000285,2025-09-01
288003005,,42474,148,288010867,288010876,2025-09-01
288003006,18-2번_상행,34975,126,288010726,288010603,2025-09-01
288003013,17-2번_상행,29072,109,288010726,288010445,2025-09-01
288003020,08114_510상_0817 노선개편,37292,132,288010726,214015723,2025-09-01
288003026,08114_511상_0817 노선개편,27737,93,288010726,288001155,2025-09-01
288003036,180425_404 상행,17649,119,288000448,288010878,2025-09-01
288003037,08114_400_0817 노선개편,9987,46,288010726,288010878,2025-09-01
288003047,990번_하행,30959,180,285000687,288010664,2025-09-01
288003054,0813_352번상_0813 노선개편,19175,76,288010167,288010271,2025-09-01
288003075,970번_하행,31066,148,285000686,288010266,2025-09-01
288003086,0813_350번상_0813 노선개편,17252,70,288010167,288000391,2025-09-01
288003089,0813_352번상_0813 노선개편,15995,78,288010167,288010271,2025-09-01
288003098,87번_하행,3964,23,288010672,288010739,2025-09-01
288003103,16-1_상행_1109자,30905,112,288010726,288010445,2025-09-01
288003116,991번_하행,22603,129,288002022,288010886,2025-09-01
288003117,990번_하행,31384,183,285000687,288010886,2025-09-01
288003137,910번_하행,22159,130,285000686,288010624,2025-09-01
288003163,0813_352번상_0813 노선개편,16285,80,288010167,288000390,2025-09-01
288003165,503_하행_,32918,122,288010516,288010483,2025-09-01
288003173,600번_하행_0413일자,35876,116,288001980,288000448,2025-09-01
288003176,521_상행_,36733,73,288001156,288001438,2025-09-01
288003186,08114_22상_0817 노선개편,24450,78,288010726,288010447,2025-09-01
288003190,180829_21하_정류장추가,22730,67,288002035,288010624,2025-09-01
288003191,180829_21상_정류장추가,22353,66,288010726,288002034,2025-09-01
288003196,21-1번_상행,24336,73,288010726,288010447,2025-09-01
288003237,301번_하행_4월23일,14780,106,288001480,288010168,2025-09-01
288003240,,16797,45,288001942,288010171,2025-09-01
288003243,777번_하행,27049,96,288010739,288001054,2025-09-01
288003245,,16571,75,288010854,288001957,2025-09-01
288003259,0813_310번상_0813 노선개편,24031,118,288010167,288010185,2025-09-01
288003260,70번_상행,26703,78,288000828,288001092,2025-09-01
288003262,,31478,88,288000828,288001092,2025-09-01
288003269,,18515,79,288000377,288010624,2025-09-01
288003286,,18515,77,288000377,288010624,2025-09-01
288003290,,6828.544985,11,288000596,288002088,2025-09-01
288003298,180425_402 상행,23669.01417,97,288000448,288010169,2025-09-01
288003302,180517_32번 상행,14276.65931,53,288010678,288010171,2025-09-01
288003303,32번_하행,13973.57521,51,288000526,288010677,2025-09-01
288003306,84번_상행_0326,14837,63,288010739,288001548,2025-09-01
288003316,,17848.89869,78,288010854,288001957,2025-09-01
288003320,,37204.3678,77,288001156,288001979,2025-09-01
288003323,60번_상행,22904.43435,79,288010726,288000275,2025-09-01
288003344,62번_상행,33455.7305,103,288010726,288000829,2025-09-01
288003346,,37204.3678,75,288001156,288001979,2025-09-01
288003347,,37204.3678,75,288001156,288001979,2025-09-01
288003353,63번_하행_0710,36978.131,112,288001156,288010624,2025-09-01
288003356,601번_하행_0305_영인농협추가,33937.95761,110,288001980,288001469,2025-09-01
288003366,981번_하행,40588,181,285000686,288010266,2025-09-01
288003370,42-1번_상행,27360.01093,137,288010726,288000075,2025-09-01
288003372,60-1번_하행_10월30일,10932.66641,37,288000612,288000275,2025-09-01
288003391,,6068,6,288000596,288000689,2025-09-01
288003395,,2258.15185,11,288010931,288010934,2025-09-01
288003400,,6068,5,288000596,288000689,2025-09-01
288003406,,2491.15185,11,288010931,288010934,2025-09-01
288003407,,2491.15185,10,288010931,288010934,2025-09-01
288003408,,1745.87103,11,288010931,288010934,2025-09-01
288003424,,17460.51444,55,288010534,288000829,2025-09-01
288003429,512번_하행_0305_영인농협추가,41061.54249,158,214015723,288010624,2025-09-01
288002923,42-1번_하행,38129,135,288010279,288010624,2025-09-01
288002926,08114_700하_0817 노선개편,27230,149,288010009,288000498,2025-09-01
288002936,180424_100번상행,14042,77,288000489,288010440,2025-09-01
288002945,101번_하행,15388,106,288000354,288000498,2025-09-01
288002946,120번_상행_0527,34657,154,288010726,288000326,2025-09-01
288002954,180808_701상 링크수정,25688,110,288000489,288010009,2025-09-01
288002959,530번_상행,40505,128,288001438,214015723,2025-09-01
288002966,777번_하행,25810,88,288010739,288001054,2025-09-01
288002985,610번_상행 ,30572,106,288001545,288001702,2025-09-01
288002986,614번_상행,40393,149,288000448,288001702,2025-09-01
288002987,621번_상행,25046,78,288000729,288000305,2025-09-01
288002989,,39359,154,288000377,285001485,2025-09-01
288002991,,39580,156,288000377,288010867,2025-09-01
288002992,,42283,147,288010867,288010276,2025-09-01
288002996,,26284,106,288001673,288010624,2025-09-01
288002999,,41178,156,288010875,288010867,2025-09-01
288003002,,42340,147,288010867,288010876,2025-09-01
288003010,16-1_하행_1109자,30319,96,288010445,288010624,2025-09-01
288003034,777번_하행,27010,93,288010739,288001054,2025-09-01
288003038,0813_302번상_0813 노선개편,20640,100,288010167,288010184,2025-09-01
288003046,30번_상행,16919,46,288000596,288010171,2025-09-01
288003053,,12458,22,288001947,288010163,2025-09-01
288003065,352번_하행_1106,19219,79,288000390,288010168,2025-09-01
288003074,970번_상행,30437,146,288002093,285010125,2025-09-01
288003083,991번_하행,22240,128,288002022,288010886,2025-09-01
288003096,,33163,103,288001053,288001632,2025-09-01
288003100,,48420,160,288010867,288010876,2025-09-01
288003101,16번_상행,24807,102,288010726,288010445,2025-09-01
288003104,16-1_하행_1109자,32075,110,288010445,288010624,2025-09-01
288003107,16-1_하행_1109자,32331,111,288010445,288010624,2025-09-01
288003108,70번_상행,23702,61,288000828,285010152,2025-09-01
288003113,,46520,160,288010867,288010876,2025-09-01
288003114,990번_상행,30744,171,288010904,285010125,2025-09-01
288003120,900번_상행,20907,113,288010726,285010125,2025-09-01
288003129,80번_상행,14482,69,288010740,288001495,2025-09-01
288003130,81번_상행,11957,67,288010740,288010741,2025-09-01
288003133,87번_상행,3792,26,288010740,288010660,2025-09-01
288003139,900번_하행,22420,114,285000686,288010624,2025-09-01
288003143,16-1_하행_1109자,32639,114,288010445,288010624,2025-09-01
288003145,17-1번_하행,23230,86,288010445,288010624,2025-09-01
288003149,19번_상행,28634,104,288010726,288010603,2025-09-01
288003150,19번_하행,30453,118,288010793,288010624,2025-09-01
288003151,17번_상행_1031,25536,108,288010726,288010445,2025-09-01
288003152,180829_17하_정류장추가,25882,95,288010445,288010624,2025-09-01
288003156,20-1번_하행,24447,102,288010793,288010624,2025-09-01
288003158,501번_상행_0326,34343,136,288010726,214015723,2025-09-01
288003162,180425_351 하행,10967,48,288010059,288010168,2025-09-01
288003166,22-1번_02월18일적용,7814,28,288010446,288000482,2025-09-01
288003172,600번_상행_0413일자,36094,111,288001545,288000013,2025-09-01
288003174,520_상행_,14002,74,288010658,214015723,2025-09-01
288003175,520_하행_,13027,77,214015723,288010659,2025-09-01
288003178,530번_상행,41432,129,288001438,214015723,2025-09-01
288003182,180829_21상_정류장추가,19969,65,288010726,288002034,2025-09-01
288003184,21-1번_상행,21952,72,288010726,288010447,2025-09-01
288003185,21-1번_하행,24702,78,288010455,288010624,2025-09-01
288003199,,16267,44,288001942,288010171,2025-09-01
288003202,180829_16하_정류장추가,26703,103,288010445,288010624,2025-09-01
288003206,,4942,13,288010919,285010151,2025-09-01
288003207,,6826,15,288010919,288002075,2025-09-01
288003210,70번_상행,26703,78,288000828,288001092,2025-09-01
288003211,70번_하행,28402,80,288001083,288001560,2025-09-01
288003214,0817_230번하_0817노선개편,16194,56,288001438,288001993,2025-09-01
288003217,301번_하행_4월23일,14973,109,288001480,288010168,2025-09-01
288003218,0813_302번상_0813 노선개편,20879,107,288010167,288010184,2025-09-01
288003227,180820_311상_정류장추가,32019,143,288010167,288000112,2025-09-01
288003236,302번_하행_4월23일,40791,116,288010184,288010168,2025-09-01
288003239,,16133,43,288000526,288001943,2025-09-01
288003241,990번_하행,31859,184,285000687,288010886,2025-09-01
288003249,,16656,76,288010854,288001957,2025-09-01
288003250,810번_상행,32305,93,288010726,288001632,2025-09-01
288003252,180424_220번 하행,11152,43,288001438,288010133,2025-09-01
288003265,,31410,88,288000828,288001092,2025-09-01
288003267,,17247,80,288000377,288010624,2025-09-01
288003270,,18515,77,288000377,288010624,2025-09-01
288003271,70번_상행,27466,79,288000828,288001092,2025-09-01
288003272,,18515,77,288000377,288010624,2025-09-01
288003274,63-2번_하행_0710,26320,103,288001156,288010624,2025-09-01
288003275,64-1번_하행,29097,112,288001156,288010624,2025-09-01
288003283,,18515,77,288000377,288010624,2025-09-01
288003285,,6527,11,288000596,288002088,2025-09-01
288003287,,6527,10,288000596,288002088,2025-09-01
288003310,,19163.01638,77,288010854,288001957,2025-09-01
288003317,,17848.89869,78,288010854,288001957,2025-09-01
288003382,,6068,7,288000596,288000689,2025-09-01
288003388,,2195.15185,12,288010931,288000613,2025-09-01
288003389,,2195.15185,12,288010931,288000613,2025-09-01
288003390,,6068,6,288000596,288000689,2025-09-01
288003404,63-1번_상행,20809.41568,71,288010931,288001155,2025-09-01
288003409,,1745.87103,10,288010931,288010934,2025-09-01
288003411,,1928.87103,10,288010931,288010934,2025-09-01
288003419,60-1번_하행_10월30일,11725.40293,35,288010934,288000275,2025-09-01
288003423,60-1번_하행_10월30일,12016.40293,35,288010534,288000275,2025-09-01
288003425,63-1번_상행,21100.41568,63,288010534,288001155,2025-09-01
288003426,,22063.29337,74,288010534,288001155,2025-09-01
288002922,42번_하행,37479,132,288010279,288010624,2025-09-01
288002924,45번_1월19일,40562,108,288010674,288010624,2025-09-01
288002925,180808_701상 링크수정,25464,109,288000489,288010009,2025-09-01
288002927,180808_701상 링크수정,27259,116,288000489,288010009,2025-09-01
288002928,08114_701하_0817 노선개편,29239,155,288010009,288000498,2025-09-01
288002930,08114_701하_0817 노선개편,29239,155,288010009,288000498,2025-09-01
288002940,120번_상행_0527,34657,154,288010726,288000326,2025-09-01
288002943,100번_하행,13666,70,288010440,288000498,2025-09-01
288002944,101번_상행,15955,85,288000489,288000357,2025-09-01
288002958,521_하행_,39270,73,288001438,288001155,2025-09-01
288002964,971번_하행,29074,139,285000686,288000498,2025-09-01
288002969,100번_하행,14650,71,288010440,288000498,2025-09-01
288002971,101번_하행,16445,107,288000354,288000498,2025-09-01
288002977,512번_하행_0305_영인농협추가,42374,156,214015723,288010624,2025-09-01
288002983,600번_상행_0413일자,36094,115,288001472,288000013,2025-09-01
288002994,,43306,150,288010867,288010276,2025-09-01
288003009,16-1_상행_1109자,30059,95,288010726,288010445,2025-09-01
288003011,17-1번_상행,22200,76,288010726,288010445,2025-09-01
288003012,17-1번_하행,22381,84,288010445,288010624,2025-09-01
288003015,19번_하행,29604,116,288010793,288010624,2025-09-01
288003016,19번_상행,28692,100,288010726,288010603,2025-09-01
288003017,16-1_상행_1109자,31179,95,288010726,288010445,2025-09-01
288003018,16-1_상행_1109자,30272,96,288010726,288010445,2025-09-01
288003028,08114_700하_0817 노선개편,27009,150,288010009,288000498,2025-09-01
288003029,180808_701상 링크수정,27213,118,288000489,288010009,2025-09-01
288003031,180808_702싱 링크수정,26391,113,288000489,288010009,2025-09-01
288003033,777번_상행_test,24846,92,288001074,288010740,2025-09-01
288003050,,47551,165,288010875,288010867,2025-09-01
288003061,0813_352번상_0813 노선개편,19175,76,288010167,288010271,2025-09-01
288003072,,32082,128,288001074,288010739,2025-09-01
288003073,,32055,126,288010854,288001054,2025-09-01
288003076,971번_상행,33049,154,288002093,285010125,2025-09-01
288003109,,17023,79,288000377,288010624,2025-09-01
288003123,910번_하행,21733,129,285000686,288010624,2025-09-01
288003127,991번_하행,22683,130,288002022,288010886,2025-09-01
288003131,81번_하행,13791,73,288010741,288010739,2025-09-01
288003135,900번_상행,21050,114,288010726,285010125,2025-09-01
288003164,503_상행_,32561,122,288010385,288010515,2025-09-01
288003167,21-1번_상행,17942,69,288010726,288010447,2025-09-01
288003170,180517_22번 하행,21709,77,288010447,288010624,2025-09-01
288003187,180517_22번 하행,25719,80,288010447,288010624,2025-09-01
288003193,21-1번_상행,21952,72,288010726,288010447,2025-09-01
288003203,16-1_하행_1109자,33487,115,288010445,288010624,2025-09-01
288003215,70번_하행,29165,82,288001083,288001560,2025-09-01
288003216,0813_301번상_0813 노선개편,19222,109,288010167,288010046,2025-09-01
288003219,302번_하행_4월23일,40486,109,288010184,288010168,2025-09-01
288003228,311번_하행_4월23일,20340,107,288000112,288010168,2025-09-01
288003229,320번_상행_0501일자,31629,143,288010167,288010206,2025-09-01
288003231,180820_321상_정류장추가,30166,135,288010167,288010206,2025-09-01
288003248,,8443,25,288001455,288010739,2025-09-01
288003253,,16656,76,288010854,288001957,2025-09-01
288003257,0813_310번상_0813 노선개편,24031,118,288010167,288010185,2025-09-01
288003263,70번_하행,30026,84,288001083,288001560,2025-09-01
288003266,,13346,22,288010163,288010639,2025-09-01
288003278,3번_상행_신규_1031,5727.215169,18,288000576,288000550,2025-09-01
